ESTBAN (Documento 4500) por municipio ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
202212;PI;22813;LUZILANDIA;00000000;BCO DO BRASIL S.A.;1;1;2179131;2179131;0;0;0;0;2916526;0;2915900;626;87411997;67823964;1327558;5574023;0;6348164;0;6338287;0;0;0;0;14510;0;92522165;9326011;47871737;7197640;0;7197640;0;19014987;0;19014987;0;0;8;8158;8158;800467;0;8303157;10870175;-2567018;92522165;2205805
202212;PI;24361;SAO RAIMUNDO NONATO;00000000;BCO DO BRASIL S.A.;1;1;1420461;1420357;104;0;0;0;4487049;77290;4409759;0;192517584;153934350;5098629;10896612;0;6096643;0;16491350;0;0;0;0;27207;0;198452301;26658841;52009235;12291369;0;12291369;0;85364731;0;85364731;0;0;0;43599;43599;2468934;0;19615592;23307791;-3692198;198452301;2210607
202212;PI;24361;SAO RAIMUNDO NONATO;00360305;CAIXA ECONOMICA FEDERAL;1;1;4599305;4599305;0;0;0;0;222413;222413;0;0;202689929;61298568;164117;135357;0;58463943;564274;86742369;-4678698;0;0;0;196295;0;207707941;6922594;186524132;7157898;0;7157898;0;426648;1180;425468;0;0;0;51337;51337;7261756;0;-636423;9941290;-10577713;207707941;2210607
202212;PI;24361;SAO RAIMUNDO NONATO;07237373;BCO DO NORDESTE DO BRASIL S.A.;1;1;274131;274131;0;0;0;0;0;0;0;0;41551037;39456791;395300;1629776;0;0;0;69171;0;0;0;0;449;0;41825617;5828506;1962131;1605975;0;1605975;0;22785567;0;22785567;0;0;0;202;202;1923030;0;7720205;10242267;-2522063;41825617;2210607
202212;PI;24361;SAO RAIMUNDO NONATO;60746948;BCO BRADESCO S.A.;1;1;2135783;2135783;0;0;0;0;17889729;0;17889729;0;1143059;805166;0;261343;0;0;0;76550;0;0;0;0;0;0;21168571;3036905;10691969;4170310;0;4170310;0;1899000;0;1899000;0;0;0;0;0;41598;0;1328788;1818578;-489790;21168571;2210607
202212;PI;25085;MIGUEL ALVES;00000000;BCO DO BRASIL S.A.;1;1;76632;76632;0;0;0;0;1800019;0;1800019;0;55978348;47337091;696900;606448;0;4410976;0;2926932;0;0;0;0;12697;0;57867695;6600940;24602078;927311;0;927311;0;19586958;0;19586958;0;0;0;12441;12442;475104;0;5662863;7309414;-1646551;57867695;2206209
202212;PI;25164;GILBUES;00000000;BCO DO BRASIL S.A.;1;1;1551044;1551044;0;0;0;262625;3177275;11513;3165762;0;62074112;51190421;419378;4769742;0;278464;0;5416107;0;0;0;0;10883;0;67075939;8750813;28318633;1530482;0;1530482;0;20919103;0;20919103;0;0;0;11409;11409;1018308;0;6527191;8254494;-1727303;67075939;2204402
202212;PI;25377;RIBEIRO GONCALVES;00000000;BCO DO BRASIL S.A.;1;1;589392;589392;0;0;0;0;1212484;0;1212484;0;56726078;25127611;1032214;22027488;0;4354838;0;4183927;0;0;0;0;7255;0;58535209;7542598;23445648;1759127;0;1759127;0;20228544;0;20228543;0;0;13;76604;76604;1309905;0;4172772;5950697;-1777925;58535209;2208908
202212;PI;25535;ELESBAO VELOSO;00000000;BCO DO BRASIL S.A.;1;1;616549;616549;0;0;0;0;10879438;5388;10874049;0;55187055;37573068;278201;13257400;0;197627;25506;3855255;0;0;0;0;14510;0;66697553;9074978;41949391;10543370;0;10543370;0;1475101;0;1475101;0;0;0;6392;6392;414901;0;3233420;5880935;-2647515;66697553;2203503
202212;PI;25717;UNIAO;00000000;BCO DO BRASIL S.A.;1;1;1636616;1636616;0;0;0;0;4871637;37651;4833986;0;80904703;60819896;987397;1447954;0;12239760;0;5409697;0;0;0;0;19952;0;87432907;12049256;36630222;5713469;0;5713469;0;24272162;0;24272162;0;0;0;19639;19639;1194561;0;7553596;9862336;-2308740;87432907;2211100
202212;PI;25717;UNIAO;00360305;CAIXA ECONOMICA FEDERAL;1;1;2375781;2375781;0;0;0;0;-6438165;3613;0;-6441778;65376710;28917837;0;52571;0;41466013;0;0;-5059711;0;0;0;212027;0;61526353;3623045;34002499;294477;0;294477;0;160564;1950;158613;0;0;0;8352;8351;21039307;0;2398110;5313182;-2915072;61526353;2211100
202212;PI;25717;UNIAO;07237373;BCO DO NORDESTE DO BRASIL S.A.;1;1;293866;293866;0;0;0;0;0;0;0;0;13091007;11855968;1151875;0;0;0;0;83165;0;0;0;0;2400;0;13387274;2331861;55391;379692;0;379692;0;8428290;0;8428290;0;0;0;89;89;308323;0;1883627;3175094;-1291466;13387274;2211100
202212;PI;25717;UNIAO;60746948;BCO BRADESCO S.A.;1;1;1641601;1641601;0;0;0;0;5223571;0;5217141;6429;865702;355896;0;446335;0;0;0;63471;0;0;0;0;0;0;7730873;587040;4520775;1194950;0;1194950;0;650000;0;650000;0;0;0;0;0;84540;0;693569;910050;-216480;7730873;2211100
202212;PI;28312;BARRAS;00000000;BCO DO BRASIL S.A.;1;1;1947551;1947551;0;0;0;0;2091842;0;2091842;0;72253961;55484168;972723;1271468;300;6320035;0;8205268;0;0;0;0;15310;0;76308664;9644072;44797371;8787344;0;8787344;0;4002189;0;4002188;0;0;0;11560;11560;2683115;0;6383012;9003889;-2620877;76308664;2201200
202212;PI;28312;BARRAS;00360305;CAIXA ECONOMICA FEDERAL;1;1;3868838;3868838;0;0;0;0;579522;579522;0;0;77009326;45721125;357713;140753;0;28156591;149911;5750485;-3267252;0;0;0;84005;0;81541691;2247249;73860014;305857;0;305857;0;203894;4790;199105;0;0;0;47792;47792;3208519;0;1668365;6341439;-4673074;81541691;2201200
202212;PI;28312;BARRAS;60746948;BCO BRADESCO S.A.;1;1;1907527;1907527;0;0;0;0;26649950;0;26649950;0;831235;641183;0;139291;0;0;0;50761;0;0;0;0;0;0;29388713;2883977;19039680;3208833;0;3208833;0;1676395;0;1676395;0;0;0;0;0;41165;0;2538663;3171698;-633035;29388713;2201200
202212;PI;29847;PIRIPIRI;00000000;BCO DO BRASIL S.A.;1;1;2171902;2171902;0;0;0;0;4116574;39548;4077027;0;101070853;75414725;1944804;2409091;0;7670361;0;13631871;0;0;0;0;23579;0;107382909;18228988;43021291;19950259;0;19950259;0;15270200;0;15270201;0;0;19;31348;31349;2407354;0;8473451;12248328;-3774877;107382909;2208403
202212;PI;29847;PIRIPIRI;00360305;CAIXA ECONOMICA FEDERAL;1;1;4921300;4921300;0;0;0;0;233500;233500;0;0;197133954;58758178;17466;58822;0;113150673;506918;32261227;-7619330;0;0;0;494563;0;202783315;9513707;175403033;5700364;0;5700364;0;493954;900;493055;0;0;0;28202;28202;9474937;0;2169119;12776301;-10607183;202783315;2208403
202212;PI;29847;PIRIPIRI;07237373;BCO DO NORDESTE DO BRASIL S.A.;1;1;1015040;1015040;0;0;0;0;0;0;0;0;20409779;19030601;987530;294658;0;0;0;96991;0;0;0;0;0;0;21424820;5492317;2261531;1849286;0;1849286;0;8095890;0;8095890;0;0;0;780;780;167762;0;3557253;5885377;-2328125;21424820;2208403
202212;PI;29847;PIRIPIRI;60746948;BCO BRADESCO S.A.;1;1;1629548;1629548;0;0;0;0;16402863;0;16402863;0;817963;675293;0;37072;0;0;0;105597;0;0;0;0;0;0;18850375;1485436;8636676;5827737;0;5827737;0;2022465;0;2022465;0;0;0;0;0;60616;0;817444;1053909;-236465;18850375;2208403
202212;PI;29861;PICOS;00000000;BCO DO BRASIL S.A.;2;2;4857024;4857024;0;0;0;0;125718715;71650;125513608;133458;426100574;280806135;12117743;65465159;12;19916714;164230;47630581;0;0;0;0;120649;0;556796962;102758623;285898286;86821021;0;86821021;0;47615650;0;47615650;0;0;1095;77599;77599;6010464;0;27614224;46466565;-18852341;556796962;2208007
202212;PI;29861;PICOS;00360305;CAIXA ECONOMICA FEDERAL;2;2;5705802;5705802;0;0;0;0;-34575756;0;52;-34575807;615035424;170616623;1302577;802918;0;243620228;1887811;213452349;-16647082;0;0;0;640601;0;586806070;25969579;491639695;24673169;0;24673169;0;710105;3290;706815;0;0;0;82949;82949;42435971;0;1294602;31451729;-30157127;586806070;2208007
202212;PI;29861;PICOS;07237373;BCO DO NORDESTE DO BRASIL S.A.;1;1;610655;610655;0;0;0;0;0;0;0;0;47823515;40760236;6424588;455592;51457;0;0;131641;0;0;0;0;0;0;48434170;17615905;4068989;7571743;0;7571743;0;11269982;0;11269982;0;0;0;34056;34056;181575;0;7691919;11651860;-3959941;48434170;2208007
202212;PI;29861;PICOS;60746948;BCO BRADESCO S.A.;1;1;5633668;5633668;0;0;0;0;185008113;0;184597974;410140;10567501;8247396;0;1780790;0;0;0;539316;0;0;0;0;0;0;201209283;16713389;103014941;65210038;0;65210038;0;5649080;0;5649080;0;0;0;0;0;4152838;0;6468996;8240229;-1771233;201209283;2208007
202212;PI;29861;PICOS;90400888;BCO SANTANDER (BRASIL) S.A.;1;1;1422309;1422309;0;0;0;971605;5176077;0;0;5176077;63538432;64797373;6423519;312536;0;0;0;184720;-8179715;0;0;0;0;0;71108423;559499;980160;22875104;0;22875104;0;37803537;0;37803537;0;0;0;29506;29506;923372;0;7937245;12946532;-5009287;71108423;2208007
202212;PI;30032;FLORIANO;00000000;BCO DO BRASIL S.A.;1;1;2248922;2248922;0;0;0;0;15585571;50104;15535466;0;230694157;178281791;6518994;2969758;0;10575955;28860;32318799;0;0;0;0;57027;0;248585676;44321982;120638636;42987172;0;42987172;0;16272682;0;16272682;0;0;0;175945;175945;4155296;0;20033964;28630224;-8596259;248585676;2203909
202212;PI;30032;FLORIANO;00360305;CAIXA ECONOMICA FEDERAL;1;1;3774805;3774805;0;0;0;0;498986;285294;0;213692;250410697;89500074;2244646;168221;0;148668528;1013159;19063545;-10247477;0;0;0;512478;0;255196965;8921952;217239306;10264129;0;10264129;0;528149;3010;525139;0;0;0;30992;30992;15010515;0;3201922;17107950;-13906028;255196965;2203909
202212;PI;30032;FLORIANO;07237373;BCO DO NORDESTE DO BRASIL S.A.;1;1;575873;575873;0;0;0;0;0;0;0;0;33119400;23972800;3621919;5400750;0;0;0;123932;0;0;0;0;0;0;33695273;12063603;4201724;6331920;0;6331920;0;4006976;0;4006976;0;0;0;98;98;97605;0;6993348;10700643;-3707294;33695273;2203909
202212;PI;30032;FLORIANO;60746948;BCO BRADESCO S.A.;1;1;2591922;2591922;0;0;0;0;71164282;0;71159124;5158;4699871;2486373;0;2076801;0;0;0;136697;0;0;0;0;0;0;78456076;6911626;46818366;14810945;0;14810945;0;1498490;0;1498490;0;0;0;0;0;5310240;0;3106407;3914189;-807782;78456076;2203909
202212;PI;30032;FLORIANO;90400888;BCO SANTANDER (BRASIL) S.A.;1;1;442565;442565;0;0;0;0;582890;0;0;582890;21772551;24410311;1260064;0;0;0;0;59294;-3957118;0;0;0;0;0;22798005;155858;820335;5656939;0;5656939;0;12194831;0;12194831;0;0;0;8250;8250;2435644;0;1526148;4553007;-3026859;22798005;2203909
202212;PI;30991;URUCUI;00000000;BCO DO BRASIL S.A.;1;1;2712416;2712416;0;0;0;21081744;4502604;8637;4493967;0;346809766;91178727;9649182;228437549;1;4144310;101532;13298465;0;0;0;0;25393;0;375131923;27896296;56116966;14389091;0;14389091;0;249500047;0;249500047;0;0;0;40309;40308;1898419;0;25290795;29292083;-4001288;375131923;2211209
202212;PI;30991;URUCUI;00360305;CAIXA ECONOMICA FEDERAL;1;1;1748418;1748418;0;0;0;0;-21858505;0;0;-21858505;71076904;37535001;20515;4847698;0;32431896;148;0;-3758353;0;0;0;0;0;50966817;3326354;37164876;2017632;0;2017632;0;207202;450;206752;0;0;0;78824;78824;6795582;0;1376348;5556404;-4180055;50966817;2211209
202212;PI;30991;URUCUI;07237373;BCO DO NORDESTE DO BRASIL S.A.;1;1;363772;363772;0;0;0;0;0;0;0;0;59157981;13791974;439160;44803132;0;0;0;123715;0;0;0;0;1347;0;59523100;9911561;1192194;29521824;0;29521824;0;12873401;0;12873401;0;0;0;6166;6166;1131523;0;4886431;8833029;-3946598;59523100;2211209
202212;PI;30991;URUCUI;60746948;BCO BRADESCO S.A.;1;1;1258514;1258514;0;0;0;0;18203477;0;18203477;0;12657930;945589;0;11621957;0;0;0;90384;0;0;0;0;0;0;32119920;5020269;15468889;9069701;0;9069701;0;0;0;0;0;0;0;0;0;182939;0;2378124;2721434;-343310;32119920;2211209
202212;PI;31608;LUIS CORREIA;00000000;BCO DO BRASIL S.A.;1;1;650439;650439;0;0;0;0;1983621;1658;1981963;0;48971951;37013496;1547892;2508734;0;1536287;0;6365544;0;0;0;0;10883;0;51616894;10590958;18003941;6843248;0;6843248;0;10636708;0;10636708;0;0;0;6106;6105;1223908;0;4312025;5974337;-1662312;51616894;2205706
202212;PI;31608;LUIS CORREIA;00360305;CAIXA ECONOMICA FEDERAL;1;1;1494218;1494218;0;0;0;0;-62592653;0;0;-62592653;102545779;32563182;11229;28321;0;73802819;109080;0;-3968853;0;0;0;0;0;41447344;2404765;28799161;0;0;0;0;115998;1850;114148;0;0;0;16804;16804;6198227;0;3912390;6609262;-2696873;41447344;2205706
202212;PI;31983;VALENCA DO PIAUI;00000000;BCO DO BRASIL S.A.;1;1;1100093;1100093;0;0;0;0;10140561;91326;10049235;0;134655255;95834848;4615855;21429722;28208;2572433;118608;10055582;0;0;0;0;31634;0;145927544;21372062;73198748;11642755;0;11642755;0;27198079;0;27198080;0;0;0;17736;17736;1685298;0;10812865;15100725;-4287860;145927544;2211308
202212;PI;31983;VALENCA DO PIAUI;00360305;CAIXA ECONOMICA FEDERAL;1;1;2840445;2840445;0;0;0;0;-972330;0;0;-972330;70870150;30656137;118304;588896;0;42267463;100987;0;-2861636;0;0;0;0;0;72738266;3094869;61078988;1539930;0;1539930;0;126361;0;126361;0;0;0;12984;12984;6021984;0;863150;5235965;-4372815;72738266;2211308
202212;PI;31983;VALENCA DO PIAUI;07237373;BCO DO NORDESTE DO BRASIL S.A.;1;1;1195095;1195095;0;0;0;0;0;0;0;0;19293452;14393036;58762;4714512;0;0;0;127142;0;0;0;0;0;0;20488547;3446180;5224433;742200;0;742200;0;8441100;0;8441100;0;0;0;486;486;552402;0;2081746;4171499;-2089753;20488547;2211308
202212;PI;31983;VALENCA DO PIAUI;60746948;BCO BRADESCO S.A.;1;1;1601157;1601157;0;0;0;0;13630121;0;13630121;0;3668021;968677;0;2657021;0;0;0;42323;0;0;0;0;0;0;18899300;1114209;10563474;3519700;0;3519700;0;1590000;0;1590000;0;0;0;0;0;30930;0;2080987;2480346;-399359;18899300;2211308
202212;PI;33424;SAO PEDRO DO PIAUI;00000000;BCO DO BRASIL S.A.;1;1;1685249;1685249;0;0;0;0;12101988;13904;12088083;0;73258821;60018973;1983817;1772235;0;3797121;0;5686676;0;0;0;0;16324;0;87062383;9569566;41271524;9073217;0;9073217;0;19723971;0;19723972;0;0;15;11218;11218;739132;0;6673740;9652479;-2978739;87062383;2210508
202212;PI;33936;PEDRO II;00000000;BCO DO BRASIL S.A.;1;1;2043870;2043870;0;0;0;0;9021816;30820;8990996;0;87767423;64437113;2417256;5761485;0;8646786;0;6504784;0;0;0;0;16324;0;98849433;8610877;49568795;32129332;0;32129332;0;2629376;0;2629376;0;0;0;18615;18615;757739;0;5134699;9351303;-4216603;98849433;2207900
202212;PI;33936;PEDRO II;00360305;CAIXA ECONOMICA FEDERAL;1;1;2119616;2119616;0;0;0;0;-11261305;231571;0;-11492876;56496183;24386603;32851;34385;0;33988263;135397;0;-2081316;0;0;0;0;0;47354494;2460279;38533980;941105;0;941105;0;59093;990;58103;0;0;0;14525;14525;4239400;0;1106112;4140140;-3034029;47354494;2207900
202212;PI;33936;PEDRO II;60746948;BCO BRADESCO S.A.;1;1;2499827;2499827;0;0;0;0;6853961;0;6853961;0;893253;606473;0;269014;0;0;0;17766;0;0;0;0;0;0;10247040;334090;6528216;924166;0;924166;0;1893680;0;1893680;0;0;0;0;0;11211;0;555676;885841;-330165;10247040;2207900
202212;PI;33981;REGENERACAO;00000000;BCO DO BRASIL S.A.;1;1;904096;904096;0;0;0;0;2872758;1433;2871325;0;76338403;51814699;1515780;13992048;0;4083850;0;4932026;0;0;0;0;18138;0;80133395;9599575;33286100;4320262;0;4320262;0;24757756;0;24757755;0;0;0;17737;17736;1266676;0;6885290;9216884;-2331594;80133395;2208809
202212;PI;35604;FRONTEIRAS;00000000;BCO DO BRASIL S.A.;1;1;610825;610825;0;0;0;0;44778368;3976;44774382;10;62191564;44453188;1121885;7849596;5;1699780;44069;7023042;0;0;0;0;21766;0;107602522;16581228;68738948;13452831;0;13452831;0;3799968;0;3799969;0;0;0;8451;8451;928815;0;4092282;7805197;-3712915;107602522;2204303
202212;PI;38137;OEIRAS;00000000;BCO DO BRASIL S.A.;1;1;2094478;2094478;0;0;0;0;7379147;7074;7371609;464;95134254;76819660;3337968;1612291;0;4862106;0;8502230;0;0;0;0;32648;0;104640528;19977527;47507176;11799189;0;11799189;0;14496732;0;14496732;0;0;0;24262;24262;1276133;0;9559509;12879662;-3320153;104640528;2207009
202212;PI;38137;OEIRAS;00360305;CAIXA ECONOMICA FEDERAL;1;1;4455660;4455660;0;0;0;0;-184304;0;0;-184304;203680947;68425417;634389;187701;0;92594774;164976;48353785;-6680095;0;0;0;0;850000;208802302;12712851;176627261;6608692;0;6608692;0;412910;2920;409990;0;0;0;50878;50878;10534133;0;1855578;12913710;-11058132;208802302;2207009
202212;PI;38137;OEIRAS;07237373;BCO DO NORDESTE DO BRASIL S.A.;1;1;563652;563652;0;0;0;0;0;0;0;0;32924138;32295280;292953;236707;0;0;0;99198;0;0;0;0;2695;0;33490485;5372685;1514609;2849896;0;2849896;0;17484455;0;17484455;0;0;0;432;432;382484;0;5885922;8242068;-2356146;33490485;2207009
202212;PI;38137;OEIRAS;60746948;BCO BRADESCO S.A.;1;1;1799988;1799988;0;0;0;0;9418496;0;9418496;0;1082650;578620;0;443889;0;0;0;60140;0;0;0;0;0;0;12301133;1378664;5044279;1589968;0;1589968;0;2000000;0;2000000;0;0;0;0;0;758217;0;1530006;1958427;-428420;12301133;2207009
202212;PI;38539;AGUA BRANCA;00000000;BCO DO BRASIL S.A.;1;1;1257552;1257552;0;0;0;0;8465457;34731;8430726;0;110313344;69114905;1635489;4343068;0;20278053;0;14941829;0;0;0;0;21766;0;120058118;13494242;47169534;9469223;0;9469223;0;38129957;0;38129958;0;0;0;20904;20904;1452522;0;10321736;13307242;-2985506;120058118;2200202
202212;PI;38539;AGUA BRANCA;00360305;CAIXA ECONOMICA FEDERAL;1;1;2839455;2839455;0;0;0;0;-33384006;0;0;-33384006;83071355;37465343;238607;40288;0;51227596;34779;0;-5935258;0;0;0;376177;0;52902981;3525466;44927451;38191;0;38191;0;145649;50;145599;0;0;0;25841;25840;2170466;0;2069918;6281908;-4211990;52902981;2200202
202212;PI;38539;AGUA BRANCA;07237373;BCO DO NORDESTE DO BRASIL S.A.;1;1;697763;697763;0;0;0;0;0;0;0;0;29253051;26379912;73297;2662833;0;0;0;137010;0;0;0;0;0;0;29950815;5400524;6451574;2438342;0;2438342;0;10033584;0;10033584;0;0;0;53;53;109675;0;5517063;8266985;-2749922;29950815;2200202
202212;PI;38838;PIRACURUCA;00000000;BCO DO BRASIL S.A.;1;1;1303764;1303764;0;0;0;0;6528471;2074;6526396;0;98611092;51590235;646652;4774741;0;36053865;0;5545598;0;0;0;0;14510;0;106457837;12655678;50099423;18158446;0;18158446;0;17097378;0;17097378;0;0;100;13128;13128;934172;0;7499511;10814625;-3315114;106457837;2208304
202212;PI;38838;PIRACURUCA;00360305;CAIXA ECONOMICA FEDERAL;1;1;1702513;1702513;0;0;0;0;-5950165;84239;0;-6034404;44240196;24143659;99808;58966;0;23512396;120470;0;-3695103;0;0;0;1228425;0;41220969;697358;35626690;150148;0;150148;0;86895;0;86895;0;0;0;13825;13825;3743692;0;902359;3621802;-2719443;41220969;2208304
202212;PI;38838;PIRACURUCA;07237373;BCO DO NORDESTE DO BRASIL S.A.;1;1;384502;384502;0;0;0;0;0;0;0;0;7965901;7310918;577798;0;0;0;0;77185;0;0;0;0;2695;0;8353097;2523833;104421;989859;0;989859;0;3846880;0;3846880;0;0;0;2501;2501;58229;0;827376;2028791;-1201416;8353097;2208304
202212;PI;39655;CORRENTE;00000000;BCO DO BRASIL S.A.;1;1;2706973;2706973;0;0;0;0;2570709;0;2570709;0;128669781;83197314;6979902;25751697;0;919995;0;11820874;0;0;0;0;22565;0;133970028;16677355;32546856;7244356;0;7244356;0;63588046;0;63588046;0;0;139;36584;36584;2033865;0;11842827;14310037;-2467209;133970028;2202901
202212;PI;39655;CORRENTE;00360305;CAIXA ECONOMICA FEDERAL;1;1;1985198;1985198;0;0;0;0;-20291185;0;0;-20291185;97871710;53808698;84221;13041572;0;39637616;278464;0;-8978862;0;0;0;0;0;79565723;3125803;67309336;1472731;0;1472731;0;307573;40;307533;0;0;0;34116;34116;3659241;0;3656923;9856531;-6199607;79565723;2202901
202212;PI;39655;CORRENTE;07237373;BCO DO NORDESTE DO BRASIL S.A.;1;1;1420147;1420147;0;0;0;0;0;0;0;0;34546985;32310723;1891166;239593;0;0;0;105502;0;0;0;0;18;0;35967150;13093355;2232212;6303297;0;6303297;0;3866013;0;3866013;0;0;0;756;756;198757;0;10272759;13609997;-3337237;35967150;2202901
202212;PI;39655;CORRENTE;60746948;BCO BRADESCO S.A.;1;1;1194883;1194883;0;0;0;0;17200180;0;17200180;0;3653905;1607510;0;2004383;0;0;0;42012;0;0;0;0;0;0;22048968;1820587;12150165;4658444;0;4658444;0;1201900;0;1201900;0;0;0;0;0;146551;0;2071321;2610960;-539639;22048968;2202901